ID,Type,Name,Latitude,Longitude,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:suburb,addr:village,alt_name,amenity,barrier,beds,building,building:colour,building:levels,building:material,check_date,contact:email,contact:facebook,contact:phone,contact:website,description,email,emergency,fax,fee,fhrs:authority,fhrs:confidence_management,fhrs:hygiene,fhrs:id,fhrs:inspectiondate,fhrs:local_authority_id,fhrs:rating,fhrs:structural,fixme,gnis:feature_id,healthcare,healthcare:for,healthcare:speciality,historic:operator,image,internet_access,internet_access:fee,internet_access:ssid,landuse,level,loc_name,long_name,mobile,name:ar,name:en,name:fr,name:uk,nohousenumber,not:addr:postcode,note,number,official_name,old_name,opening_hours,operator,operator:type,operator:website,operator:wikidata,payment:cash,payment:credit_cards,payment:debit_cards,phone,public,ref:GB:cqc_location,ref:GB:nhs_ods,ref:GB:uprn,reg_name,roof:colour,roof:levels,roof:shape,short_name,source,source:addr,source:addr:postcode,source:postcode,start_date,toilets:wheelchair,type,urgent_care,was:name,was:wikidata,was:wikipedia,website,wheelchair,wikidata,wikimedia_commons,wikipedia
699934188,way,Hospital of St John and St Elizabeth,51.5332691,-0.1749786,London,,,,,60,,,Grove End Road,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.hje.org.uk/,,Q5908758,,en:Hospital of St John and St Elizabeth
707322577,way,Guy's Hospital,51.5032347,-0.0868297,London,,,,,,,SE1 9RT,Great Maze Pond,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,مستشفى غاي,,,,,,,,,,,Guy's and St Thomas' NHS Foundation Trust,,,,,,,+44 20 7188 7188,,,,,,,,,,,,,,,,,,,,,https://www.guysandstthomas.nhs.uk/,,Q777039,,en:Guy's Hospital
713671496,way,Memorial Hospital,51.4677752,0.063508,London,,,,,,,SE18 3RG,Shooters Hill,Woolwich,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 8836 8500,,,,,,,,,,,,,,,,,,,,,https://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=2324,,Q23891198,,
727431875,way,Unnamed Location,51.4211265,-0.0785948,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739842961,way,St. Joseph's Hospital,43.0007064,-81.2546061,London,,,,,268,,N6A 4V2,Grosvenor Street,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,St. Joseph's Health Care London,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Q30280988,,
749105042,way,Parkwood Institute,42.954712,-81.2262207,London,,,,,550,,N6C 0A7,Wellington Road,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,St. Joseph's Health Care London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749105487,way,Victoria Hospital,42.9605251,-81.2254879,London,,,,,800,,N6A 5W9,Commissioners Road East,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,Victoria Hospital,hôpital Victoria,,,,,,,,24/7,London Health Sciences Centre,,,Q6670463,,,,+1-519-685-8500,,,,,,,,,,,,,,,,,,,,,https://www.lhsc.on.ca/about-lhsc/victoria-hospital-childrens-hospital-0,,Q7926783,File:Victoria Hosp London ON Rc 2481.jpg,"en:Victoria Hospital (London, Ontario)"
749120077,way,University Hospital,43.0130114,-81.2748105,London,,,,,339,,N6G 2V4,Windermere Road,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,London Health Sciences Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7894761,,
780482089,way,Goodmayes Hospital,51.5773934,0.1112317,Ilford,GB,,,,,,IG3 8XJ,Barley Lane,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,North East London NHS Foundation Trust,,,,,,,,,,RATGM,,,,,,,,,,,,,,,,,,,,Q30293120,,en:Goodmayes Hospital
818779914,way,Royal Free Hospital,51.5530202,-0.1654575,London,,,,,,,NW3 2QG,Pond Street,,,,hospital,,,,,,,2024-01-15,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,24/7,Royal Free London,,,,,,,+44 20 7794 0500,,,,,Royal Free,,,,RFH,OS;Bing,,,,,,,,,,,https://www.royalfree.nhs.uk/our-locations/royal-free-hospital,yes,Q7374196,,en:Royal Free Hospital
821710065,way,Cromwell Hospital,51.4952203,-0.1911413,London,,,,,164-178,,,Cromwell Road,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,BUPA,private,,,,,,+44 20 7460 5700,,,,,,,,,,,,,,,,,,Bupa Cromwell Hospital,,,https://www.cromwellhospital.com/,,Q5187669,,en:Cromwell Hospital
833201881,way,University College Hospital at Westmoreland Street,51.5196063,-0.1496613,London,,,,,16-18,,W1G 8PH,Westmoreland Street,,,,hospital,,,,,,,,,,,,,,no,,,,0,0,428160,,01609/0016/0/000,5,5,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,University College London Hospitals NHS Foundation Trust,,,,,,,,,,,,,,,,,,FSA Food Hygiene Ratings Database,,FSA Food Hygiene Ratings Database,,,,,,,,,yes,Q7739155,,
839142057,way,Royal Marsden Hospital,51.3442848,-0.1912482,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.royalmarsden.nhs.uk/,,,,
855389355,way,Teddington Memorial Hospital,51.4256938,-0.3410941,Teddington,,,,Teddington War Memorial Hospital,,,TW11 0JL,Hampton Road,,,,hospital,,,,,,,2024-11-10,,,,,,,no,,,,,,,,,,,,,hospital,,radiology;diagnostic_radiology;general;community;diabetology;gynaecology;paediatrics,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,survey,FHRS Open Data,,,,,,,,,,,yes,Q17022101,,
860476845,way,Beckenham Beacon,51.4051958,-0.0330035,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4878645,,
863316715,way,Nuffield Health Cancer Centre London,51.4338573,-0.2237476,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863401259,way,St. George's Health & Wellbeing Hub,51.5487002,0.2190364,Hornchurch,,,,,113,,RM12 6RR,Suttons Lane,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,community;general;blood_check;maternity;medical_imaging;geriatrics,,,,,,,,,,,,,,,,,,,,,,NHS,public,,Q918396,,,,,,,,,,,,,,https://www.nhs.uk/services/hospital/st-georges-health-and-wellbeing-hub/P8E7P,,,,,,,,,,,,,,,
868274062,way,Cygnet Hospital Beckton,51.513611,0.0647023,London,,,,,23,,E6 6ZB,Tunnan Leys,,,,hospital,,,,,,,,,,,,,,,,,,,,849348,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-130471820,,,,,,,,,,,,,,,,,,,,,,,
872044524,way,New Victoria Hospital,51.4157617,-0.2541802,Kingston upon Thames,,,,,184,,KT2 7EG,Coombe Lane West,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.newvictoria.co.uk/,,,,
881918254,way,Chelsea and Westminster Hospital,51.4843905,-0.1814395,London,,,,,369,,SW10 9NH,Fulham Road,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,,,,,,,https://www.chelwest.nhs.uk/,,Q5090151,,en:Chelsea and Westminster Hospital
888717352,way,Royal Brompton Hospital,51.4899939,-0.1741702,London,,,,,,,,Fulham Road,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7373850,,en:Royal Brompton Hospital
902050280,way,King George Hospital,51.5802535,0.1112641,Ilford,,,,,,,IG3 8YB,Barley Lane,,,,hospital,,,,,,,,,,,,,,yes,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF4DG,,,,,,,,,,,,,,,,,,,,Q6411611,,
904874618,way,Eltham Community Hospital,51.4492355,0.0537202,,,,,,,,,,,,,hospital,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nhs.uk/services/hospital/eltham-community-hospital/RPGHP,,Q105376589,,
912368818,way,Queen Charlotte's & Chelsea Hospital,51.5163849,-0.2373413,London,,,,,,,W12 0HS,Du Cane Road,,,,hospital,,,hospital,,5,,2024-01-28,,,,,,,,,,,,,,,,,,,,hospital,,,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 3313 1111,,,,,,,,,,,,,,,,,,,,,https://www.imperial.nhs.uk/our-locations/queen-charlottes-and-chelsea-hospital,,Q7270242,,
926396835,way,Noah's Ark Children's Hospice,51.6581205,-0.2148715,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,paediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
988525443,way,The Doctors Laboratory,51.5280288,-0.1280407,London,,,,The Halo Building,1,,,Mabledon Place,,,,hospital,,,office,,,,2025-06-18,,,,,,,no,,,,,,,,,,,,,hospital,,pathology,,,,,,,,,,,,,,,,,,,,,,The Doctors Laboratory Limited,,,,,,,,,1-5588555895,,,,,,,,,,,,,,,,,,,https://www.tdlpathology.com/,,,,
1043104661,way,The Cavell Hospital,51.6590735,-0.1019474,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-128758601,,,,,,,,,,,,,,,,,,,,,,,
1113340300,way,Royal National ENT and Eastman Dental Hospitals,51.5225494,-0.1345308,London,,,,,47-49,,WC1E 6DG,Huntley Street,,,,hospital,,,,,,,2023-09-13,,,,,,,no,,,,,,,,,,,,,hospital,,ear_nose_throat;dentistry,,,wlan,,,,,,,,,,,,,,New location of the Royal National ENT and Eastman Dental Hospitals. Some services will remain at Gray's Inn Road until 2020 but this is now open and the primary location.,,,,,University College Hospitals,public,,,,,,+44 20 3456 7890,,RRVP5,RRVP5,,,,,,,,,,,,,,,,,,https://www.uclh.nhs.uk/OurServices/OurHospitals/RNTNE/Pages/Home.aspx,,,,
1114959175,way,Macmillan Cancer Centre,51.5231171,-0.1352014,London,,,,,,,WC1E 6AG,Huntley Street,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,oncology;chemotherapy;Haematology;surgical_oncology,,,,,,,,,,,,,,,yes,,,,,,,University College Hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120163062,way,Unnamed Location,51.5211636,-0.2971478,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157931537,way,Baring Road Medical Centre,51.435425,0.0194302,London,,,,Baring Road Medical Centre,282,,SE12 0DS,Baring Road,Grove Park,,,hospital,,,,,3,,,,,,,,,,,,,,,,,,,,,,hospital,,colposcapy,,,,,,,,,,,,,,,,,Colposcopy Clinic,,,,,NHS,,,Q918396,,,,+44 20 8857 5682,,,,,,,,,,,,,,,,,,,,,,,,,
1164672572,way,Springfield University Hospital,51.4369882,-0.1707934,London,,,,Trinity Building,15,,SW17 0YF,Springfield Drive,,,,hospital,,,,,,,,,,,,,ContactCentreSPH@swlstg.nhs.uk,,,,,,,,,,,,,,hospital,,mental_health_services,,,,,,,,,,,,,,,,,,,,,,NHS,public,,Q918396,,,,+44 20 3513 5000,,,,,,,,,,,,,,,,,,,,,,,,,
1194334017,way,Hayes Priory,51.3729673,0.0146574,Bromely,,Kent,,Priory Hospital Hayes Grove,,,BR2 7AS,Prestons Road,,Hayes,,hospital,,,yes,,,,,hayesgrove@priorygroup.com,,+44 20 8462 7722,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Priory,private,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.priorygroup.com/locations/priory-hospital-hayes-grove,,,,
1211579585,way,FKS Hair Clinic,51.4749263,-0.1944238,London,,,,,109,,SW6 4SJ,New King's Road,,,,hospital,,,,,,,,,https://www.facebook.com/fkshairclinic/,,,London's Best Hair Transplant Clinic,info@fksclinic.co.uk,,,,,,,,,,,,,,hospital,,plastic_surgery;transplant,,https://www.fksclinic.co.uk/wp-content/uploads/2024/10/fks-clinic-768x576.webp,yes,,,,,,,+44 7444 919835,,,,,,,,,,,Mo-Sa 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fksclinic.co.uk,,,,
1217422518,way,Orpington Hospital,51.3624785,0.0947953,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30292829,,
1306349223,way,Jane Atkinson Health and Wellbeing Centre,51.5908869,-0.0070046,London,,,,,714,,E17 3HP,Forest Road,,,,hospital,,,,,,,2025-05-26,,,,,,,no,,,,,,,,,,,,,hospital,,psychiatry,,,,,,,,,,,,,,,,,,,,,,North East London NHS Foundation Trust,public,,,,,,,,,RATTH,,,,,,,,,,,,,,,,Q7796687,en:Thorpe Coombe Hospital,https://www.nelft.nhs.uk/jane-atkinson-health-wellbeing-centre/,,,,
1390491265,way,National Hospital for Neurology and Neurosurgery,51.5221919,-0.1224733,London,,,,,,,WC1N 3BG,Queen Square,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,NHS,public,,Q918396,,,,+44 20 3456 7890,,RRVNQ,RRVNQ,,,,,,,,,,,,yes,,,,,,https://www.uclh.nhs.uk/ourservices/ourhospitals/nhnn/Pages/Home.aspx,yes,Q3336892,Category:National Hospital for Neurology and Neurosurgery,en:National Hospital for Neurology and Neurosurgery
1390491266,way,Royal London Hospital for Integrated Medicine,51.5217696,-0.1214747,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,Royal Homeopathic Hospital,,,,,,,,,,,RRV60,RRV60,,,,,,,,,,,,,,,,,,https://www.uclh.nhs.uk/ourservices/ourhospitals/rlhim/Pages/Home.aspx,yes,Q7374417,Category:Royal London Homeopathic Hospital,en:Royal London Hospital for Integrated Medicine
1416702354,way,Unnamed Location,51.4307807,-0.3395572,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,NHS,public,,Q918396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432555189,way,The London Independent Hospital,51.5202134,-0.0470464,London,GB,,,,1,Stepney Green,E1 4NL,Beaumont Square,,,,hospital,,,,,,,,,,+44 20 7780 2400,https://www.bmihealthcare.co.uk/hospitals/bmi-the-london-independent-hospital,,,,,,,,,41389,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Circle Health Group,private,,,,,,,,1-128766965,NT422,,,,,,,,,,,,,,,,,,,,,,
1458084061,way,Unnamed Location,51.411925,-0.1251287,London,,,,Fairview Medical Center,69,,SW16 5PX,Fairview Road,Norbury,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,NHS,public,,Q918396,,,,+442087658525,,,,,,,,,,,,,,,,,,,,,https://www.fairviewmedicalcentre.co.uk/,,,,
1477757914,way,Tessa Jowell Health Centre,51.459283,-0.0805327,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,NHS,public,,Q918396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204745,relation,Wembley Centre for Health & Care,51.5500864,-0.3059305,,,,,,,,,,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,multipolygon,,,,,,,,,
1204747,relation,Unnamed Location,51.5501205,-0.3045693,,,,,,,,,,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,multipolygon,,,,,,,,,
1205172,relation,The Clementine Churchill Hospital,51.5650798,-0.3322955,,,,,,,,,,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,BMI,private,,,,,,,,,,,,,,,,OS;local knowledge,,,,,,multipolygon,,,,,,,,,
1333891,relation,Clayponds Hospital,51.4951007,-0.2986011,,,,,,,,,,,,,hospital,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,
3542120,relation,Newham Centre for Mental Health,51.5202848,0.0388136,London,,,,,,,E13 8SP,Cherry Tree Way,Plaistow,,,hospital,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,East London NHS Foundation Trust,,,,,,,,,RWK46,,10012837041,,,,,,,,,,,,multipolygon,,,,,https://www.elft.nhs.uk/services/newham-centre-mental-health,,,,
3641021,relation,City & Hackney Centre for Mental Health,51.5503279,-0.0444111,,,,,,,,,,,,,hospital,,,hospital,,2,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,yes,,,,Adult Mental Health Services - City and Hackney Directorate,,,,,,,,,,,,RWK62,,,,,0,quadruple_saltbox,,,,,,,,multipolygon,,,,,,,,,
8286235,relation,Maudsley Hospital,51.4690387,-0.0902554,London,,,,,,,SE5 8AZ,Denmark Hill,,,,hospital,,,,,,,,,,,,,,no,,,,,,,,,,,,,hospital,,psychiatry,,,,,,,,,,,,,,,,,,,,,,South London and Maudsley NHS Foundation Trust,,,,,,,+44 20 3228 6000,,,,,,,,,,,,,,,,multipolygon,,,,,https://www.slam.nhs.uk/,,Q6792344,,en:Maudsley Hospital
10286924,relation,London Clinic,51.5229039,-0.1499741,London,,,,,20,,W1G 6BW,Devonshire Place,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,multipolygon,,,,,https://www.thelondonclinic.co.uk/,,Q14996990,,en:The London Clinic
11620516,relation,The Priory,51.4622574,-0.2516039,London,,,,The Roehampton Priory Hospital,,,SW15 5JJ,Priory Lane,,,,hospital,,,,,,,,,,,,,,no,,,,,,1572541,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,multipolygon,,,,,,,Q7245500,,
